Name,Type,State,County,Latitude,Longitude
Adut Adhot Basic School,PRI,Northern Bahr el Ghazal,Aweil East,9.107817,27.623699
Ayok Anei Girls Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.72693,27.858101
Agany Amuol Primary,PRI,Warrap,Twic,9.124935471,28.40741571
Malual Agurping Primary School,PRI,Warrap,Gogrial West,8.58682925,28.12137525
Aciira-Jak Primary School,PRI,Warrap,Tonj North,7.8674835,28.79580825
Adoor Basic School,PRI,Northern Bahr el Ghazal,Aweil East,9.0456,27.77375
Abegi Primary School,PRI,Central Equatoria,Yei River,4.01325,30.56505
Mading Abiel Primary School,PRI,Warrap,Twic,9.124935471,28.40741571
Abiriu Boys Primary School,PRI,Lakes,Cueibet,6.936717,29.423901
Abuba Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.90055,26.643467
Adut bul primary,PRI,Warrap,Gogrial West,8.760345286,28.15426457
Little Lamb Academy,PRI,Eastern Equatoria,Kapoeta East,4.579079444,34.11462444
Amada centre Primary School,PRI,Western Equatoria,Mundri West,5.507333,30.339617
Adol Ciluit Primary School,PRI,Lakes,Rumbek Centre,6.826683,29.609949
Acigor Boys Primary School,PRI,Lakes,Yirol East,6.711417,30.497583
Abiey Cok Primary School,PRI,Lakes,Cueibet,6.967733,29.37355
Nyongwa Primary School,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Adany Primary,PRI,Northern Bahr el Ghazal,Aweil South,8.6409066,28.1769034
Adior Primary School,PRI,Lakes,Yirol East,6.803433,30.7024
Araka Displaced Primary School,PRI,Western Equatoria,Maridi,4.948783,29.504932
Atuet Dit Primary,PRI,Northern Bahr el Ghazal,Aweil East,9.040316667,27.6637245
Malaga Adventist Primary School,PRI,Western Equatoria,Maridi,5.020025167,29.789614
Nyony Primary School,PRI,Unity,Leer,8.316434389,30.21096106
Aweil Madina (Boys) Primary School,PRI,Northern Bahr el Ghazal,Aweil Town,8.763017,27.398684
Abiriu ECS primary,PRI,Lakes,Cueibet,6.935483333,29.43480583
Ariec Primary School,PRI,Warrap,Tonj South,8.1069166,28.6594268
Panyim Primary,PRI,Jonglei,Nyirol (Diror),8.1915,32.132999
Afa Displaced Primary School,PRI,Western Equatoria,Maridi,4.975933,29.64065
Ambassador for christ Secondary,SEC,Central Equatoria,Morobo,3.713572167,30.94429167
Africa Inland Church Primary,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Agany Stellite Primary School,PRI,Lakes,Yirol West,6.4488165,30.059104
Anyidi Girls Boarding Primary School,PRI,Jonglei,Bor,6.180317,31.812349
Athiang Girls Centre,PRI,Northern Bahr el Ghazal,Aweil East,8.872467,27.535049
Ager Primary School,PRI,Warrap,Tonj East,7.832033,29.316616
NGO Baggari Primary,PRI,Western Bahr el Ghazal,Wau,7.6449335,27.883883
Ajong Primary School,PRI,Warrap,Twic,9.069933,28.340668
Agok Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Aruop-Nyiel Girls Primary School,PRI,Lakes,Yirol East,6.66059575,30.76042125
Anganguot Primary,PRI,Warrap,Twic,9.135366667,28.50899267
Acigor Girls Primary,PRI,Lakes,Yirol East,6.7105,30.501266
Awany Girls Primary School,PRI,Warrap,Twic,9.125,28.407499
Ager Gum Primary School,PRI,Lakes,Rumbek Centre,6.810633,29.66955
Mathiang Aher Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.70838,27.28874
Ayak Hong,PRI,Northern Bahr el Ghazal,Aweil West,8.840072333,27.38975533
Ahuyiir Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.189417,27.009333
Wunlir Primary School,PRI,Jonglei,Twic East,7.047972917,31.41733967
Africa Inland Church primary,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Atepi Primary,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Africa Inland Church Primary School,PRI,Central Equatoria,Juba,4.9349,30.587566
AIC Primary School,PRI,Eastern Equatoria,Ikotos,5.191233,33.11055
Maluil Ajak Primary School,PRI,Warrap,Gogrial West,8.2977,28.967051
Majak Biar Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.1705665,27.3823455
Mayom Adhal Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.180385,26.94400482
MARIAL AJIITH Primary School,PRI,Western Bahr el Ghazal,Jur River,7.8339932,28.0474766
Ajok Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.708385,27.288745
Majak Kol military school,PRI,Warrap,Twic,9.2677634,28.6625164
Kuajok National Secondary School,SEC,Warrap,Gogrial West,7.755077667,28.191147
Ajakwol Community School,PRI,Northern Bahr el Ghazal,Aweil North,9.3302,27.105217
Abyei Janai Primary School,PRI,Lakes,Cueibet,7.118477833,29.23402167
Ajogo Primary School,PRI,Warrap,Gogrial East,8.70575,28.423134
Angui Jur Primary,PRI,Western Bahr el Ghazal,Jur River,7.7781025,28.0818325
Akoch Atong Mabil Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.13580585,27.25816525
Akoch Secondary School,SEC,Warrap,Twic,9.155249923,28.02942154
Makol Akenyjok Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.083667,27.450951
Aker - abouk primary school,PRI,Warrap,Gogrial East,8.686733167,28.475536
Akobo Girls Primary School,PRI,Jonglei,Akobo,7.809778571,33.01718857
Ajok Wol,PRI,Northern Bahr el Ghazal,Aweil East,9.2908534,27.692356
Akon Primary School,PRI,Warrap,Gogrial West,8.89705,28.967484
Akor Kor Primary,PRI,Lakes,Rumbek East,6.60598775,29.78997125
Anyiel Kuac Primary School,PRI,Warrap,Twic,9.260417,28.5392
Ayok Primary School,PRI,Warrap,Tonj East,8.01845,29.495733
Malualdit Agep Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.13580585,27.25816525
Okulu Primary School,PRI,Eastern Equatoria,Torit,4.195217,32.3848
Aic Luther Senior Secondary School,SEC,Eastern Equatoria,Ikotos,4.288104125,33.13794413
Adol Primary School,PRI,Lakes,Rumbek East,6.6239,29.922167
Al-Mukhtar Girls Primary School,PRI,Western Bahr el Ghazal,Wau,7.70875,27.984882
Alel Chok Primary,PRI,Western Bahr el Ghazal,Jur River,7.8339932,28.0474766
Kasa Alokado primary,PRI,Western Equatoria,Mundri East,5.2529,30.5091
ALPHA Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Aluel Primary School,PRI,Warrap,Twic,9.155249923,28.02942154
Al-Salam B Basic school,PRI,Central Equatoria,Juba,4.832683,31.930067
Malith Thony Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.1330766,27.1597499
Aleul Guet Primary School,PRI,Lakes,Cueibet,7.31818725,29.36898325
Rumrit Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.782755667,27.88064967
Adol Manyiel Primary School,PRI,Lakes,Rumbek Centre,6.69369575,29.689409
Aweil Medina B Primary,PRI,Northern Bahr el Ghazal,Aweil Town,8.76425,27.401983
Alpha Omega Primary,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Anek Mathiang Girls Primary School,PRI,Lakes,Cueibet,6.963525,29.380016
Ambassadors for christ Primary School,PRI,Central Equatoria,Morobo,3.5613,30.881201
Amadi II primary,PRI,Western Equatoria,Mundri West,5.5167032,30.3707632
Ammy Robins Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Adventist Model primary,PRI,Western Equatoria,Maridi,4.993398333,29.41142376
Ama-Alo Model Primary School,PRI,Western Equatoria,Mundri West,5.386698222,30.26264278
Amol But Primary School,PRI,Lakes,Cueibet,6.935483333,29.43480583
Angol Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.840117,27.389767
Angernger Academic Primary School,PRI,Warrap,Gogrial East,8.366283,28.425449
Moli Andru Primary,PRI,Eastern Equatoria,Magwi,3.8316,31.9587
Ngap Anet Primary School,PRI,Warrap,Tonj South,7.491375348,28.94489365
AIC NEW FOUNDATION Primary School,PRI,Central Equatoria,Juba,4.840617,31.580851
Little Angel Primary,PRI,Northern Bahr el Ghazal,Aweil Town,8.76425,27.401983
Angol Girls Primary School,PRI,Warrap,Tonj South,7.491375348,28.94489365
Anikumba College School,PRI,Western Equatoria,Tambura,5.520666615,27.46683438
Mentor Nursery and primary school,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Anisononga Nursary And Primary School,PRI,Western Equatoria,Tambura,5.520666615,27.46683438
Anyang Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.2908534,27.692356
Abaany Primary School.,PRI,Northern Bahr el Ghazal,Aweil East,9.051937625,27.37396888
Anuai Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.840072333,27.38975533
Wenepaida nursery and primary school,PRI,Western Equatoria,Ezo,5.076714077,27.48552069
Achol Malek Primary School,PRI,Lakes,Cueibet,7.17545,29.211866
Ajio I Primary School,PRI,Central Equatoria,Kajo-Keji,3.839867,31.194616
Ajio II Primary School,PRI,Central Equatoria,Kajo-Keji,3.797831807,31.34565338
Alool Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Akop Primary School,PRI,Warrap,Tonj North,8.360133,29.164383
Arilo Primary,PRI,Eastern Equatoria,Lafon,4.815791261,32.62831235
Adodo Primary School,PRI,Central Equatoria,Yei River,3.957417,30.508167
Amoth Primary School,PRI,Warrap,Gogrial West,8.58682925,28.12137525
Abou Primary School,PRI,Western Bahr el Ghazal,Jur River,8.007211111,27.73421689
Ayom Primary,PRI,Western Bahr el Ghazal,Jur River,7.77802,28.081751
Africa Inland Church Primary School,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Amee Primary,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Aporlang Primary School,PRI,Warrap,Tonj North,8.11195,28.62774175
Ajugo Primary School,PRI,Western Bahr el Ghazal,Jur River,7.7781025,28.0818325
Ajiith Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.784472333,27.66910633
Apaping Girls Primary School,PRI,Warrap,Twic,9.135366667,28.50899267
Alok Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.443183,27.529667
Aic Lohutok Primary School,PRI,Eastern Equatoria,Lafon,4.585817,32.908901
Arimbe Primary School,PRI,Central Equatoria,Morobo,3.716867,30.662117
A.I.C Nacipo Primary School,PRI,Eastern Equatoria,Kapoeta East,4.5791,34.114601
Achu Pajok Primary School,PRI,Warrap,Gogrial West,8.914117,27.966967
Abalwa Primary School,PRI,Eastern Equatoria,Torit,4.4062,32.5755
Ayuath Primary School,PRI,Warrap,Tonj South,7.399379,29.9520335
Ayei Primary School,PRI,Lakes,Rumbek Centre,6.868467,29.638149
Malual Agei primary school,PRI,Warrap,Gogrial West,7.755077667,28.191147
Nyangore Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Ariik Mawien Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.208183,27.4172
Aborom Primary School,PRI,Jonglei,Twic East,6.8316,31.461
Aciir Cok Primary School,PRI,Warrap,Tonj North,8.690844667,28.57242767
Army Garrission Primary School,PRI,Western Equatoria,Maridi,4.993398333,29.41142376
Adhor primary,PRI,Warrap,Tonj North,8.289217,28.40295
Ajira Primary School,PRI,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
Alel Riak Math Primary School,PRI,Lakes,Cueibet,6.9879585,29.327592
Agoor Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.7788,27.3106005
Aker Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Apiir Primary School,PRI,Jonglei,Twic East,7.253628,31.393933
Ammy Robin 2 Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Apuk Ruop Primary School,PRI,Lakes,Cueibet,6.849517,29.225967
Akot Salam Primary School,PRI,Lakes,Awerial,6.0526,31.506832
Abinkuac Girls Primary School,PRI,Lakes,Rumbek East,6.495267,29.952417
Apeet Primary School School,PRI,Lakes,Rumbek Centre,6.807861,29.6728335
Ajiep Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Abin-Ajok Primary School,PRI,Lakes,Rumbek Centre,6.741783,29.667732
Assosa community primary,PRI,Upper Nile,Malakal,9.394183,31.584417
Abiei Primary School,PRI,Warrap,Tonj East,7.7017398,28.9292266
Andasire Primary School,PRI,Central Equatoria,Kajo-Keji,3.723067,31.58395
Agola Secondary School,SEC,Eastern Equatoria,Magwi,3.77148696,32.1434993
Akuat Primary School,PRI,Warrap,Gogrial West,7.721817,27.99745
Ayii Kit Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Atido Basic School,PRI,Western Bahr el Ghazal,Jur River,8.007211111,27.73421689
Atem Weel primary,PRI,Warrap,Gogrial West,7.755077667,28.191147
Anyiel Thon Primary,PRI,Warrap,Twic,9.155249923,28.02942154
Aloto Primary,PRI,Central Equatoria,Morobo,3.749717,30.619034
Akal Thut Primary,PRI,Northern Bahr el Ghazal,Aweil Centre,8.828733,27.3024575
Athur,PRI,Western Bahr el Ghazal,Jur River,7.7781025,28.0818325
Atido Nyinam Primary,PRI,Western Bahr el Ghazal,Jur River,7.6317,28.062218
Auluic Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.71097,27.645797
Akol Kuol Secondary school,SEC,Northern Bahr el Ghazal,Aweil Town,8.7660532,27.3341302
Ayai Upper School,PRI,Northern Bahr el Ghazal,Aweil South,8.808117,27.678818
Nyiwala Primary,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
Aru Primary School,PRI,Warrap,Tonj North,7.9582934,28.3911568
Abundant Life Primary,PRI,Lakes,Rumbek East,6.5312085,30.0342085
Adventist Primary School,PRI,Central Equatoria,Yei River,4.085917,30.683666
Airport View Primary School,PRI,Eastern Equatoria,Torit,4.4061983,32.575492
Avumadrici Primary School,PRI,Eastern Equatoria,Magwi,3.575,32.202
Kuawara Primary School,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
Atlabara West Basic School,PRI,Central Equatoria,Juba,4.838733,31.588051
Aweil Gedid Primary School,PRI,Western Bahr el Ghazal,Wau,7.9504,28.069401
Awoda Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.064,26.844217
Aworo Pruimary school,PRI,Central Equatoria,Morobo,3.661,30.714184
Aweil National Seconday School,SEC,Northern Bahr el Ghazal,Aweil Town,8.760983,27.397667
Awul Primary School,PRI,Warrap,Tonj North,8.187033,28.736017
Ayen Paciec Primary,PRI,Lakes,Wulu,6.797332216,29.99964754
Ayii Central Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Ayak tiit Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.840072333,27.38975533
Thur-Aluar Primary School,PRI,Western Bahr el Ghazal,Jur River,8.007211111,27.73421689
Aya Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Akau Primary,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Bakou Basic School,PRI,Northern Bahr el Ghazal,Aweil East,9.086417,27.898382
Badi Academy Primary,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Barakol Primary School,PRI,Western Bahr el Ghazal,Jur River,8.0073,27.734301
Obadiait Brothers Keeper Primary,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Bamani Primary School,PRI,Western Equatoria,Ibba,4.540367,29.170584
Buagyi primary,PRI,Western Equatoria,Mundri East,5.1493,30.627117
Bahr Gel Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Buluk A III Primary School,PRI,Central Equatoria,Juba,4.846667,31.596033
Bur Ajak Primary,PRI,Northern Bahr el Ghazal,Aweil South,8.626983,28.360132
Baakiwiri Primary School,PRI,Western Equatoria,Yambio,4.536917,28.335567
Bor A Mixed Primary,PRI,Jonglei,Bor,6.499701435,31.04911048
Abang Primary School,PRI,Lakes,Yirol West,6.656717,30.63335
Abara Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Babari Primary School,PRI,Western Equatoria,Mvolo,6.84119,30.75797
Badi Academy Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Bari Primary School,PRI,Central Equatoria,Terekeka,5.820216714,30.91641214
Abayok Primary School,PRI,Warrap,Twic,9.1248,28.407301
Bazungua 2 Primary school,PRI,Western Equatoria,Yambio,4.614583,28.402033
Bori Basic School,PRI,Central Equatoria,Juba,4.9349,30.587566
Babcok Primary School,PRI,Warrap,Tonj South,7.271617,28.582718
Ibba Secondary,SEC,Western Equatoria,Ibba,4.718527667,29.17107767
Obbo Primary,PRI,Eastern Equatoria,Magwi,4.046483,32.421982
Ibba Girls Boarding School,PRI,Western Equatoria,Ibba,4.788767,29.140217
Bibin Primary,PRI,Central Equatoria,Kajo-Keji,3.7856,31.5802
Bimo Primary School,PRI,Western Equatoria,Yambio,4.693072333,28.42156167
Ibba town Primary,PRI,Western Equatoria,Ibba,4.718527667,29.17107767
Nyori Secondary,SEC,Central Equatoria,Yei River,4.051143875,30.47216063
Bangang Basic School,PRI,Upper Nile,Renk,11.420383,33.124802
Bangasi Academy Secondary,SEC,Western Equatoria,Yambio,4.593796629,28.46359406
Baac Primary School,PRI,Northern Bahr el Ghazal,Aweil East,8.825833,27.676832
Bagidi Cetre Primary School,PRI,Western Equatoria,Ezo,5.181417,27.673468
Bavuru Community Girls school,PRI,Western Equatoria,Tambura,5.545033,27.469366
Bor College High School,SEC,Jonglei,Bor,6.4998,31.0492
Pongborong Primary School,PRI,Jonglei,Twic East,7.127817,31.400118
Bor B Complex Primary,PRI,Jonglei,Bor,6.208133,31.554234
Bidibadai Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Piantok Primary,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
Bandala Primary Scchool,PRI,Western Equatoria,Nagero,6.37968,27.7684632
Bodo Primary School,PRI,Western Equatoria,Yambio,4.634267,28.517967
Bondor Primary School,PRI,Warrap,Twic,9.12205,28.108433
Black Eagle Academic Primary,PRI,Jonglei,Bor,6.4996,31.049101
Beer Primary School,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Bahr El Gindi Primary School,PRI,Western Equatoria,Mvolo,6.84119,30.757971
Bulluk Basic Education,PRI,Western Bahr el Ghazal,Wau,7.694683,27.998533
Ebenezer Primary School,PRI,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
Ber-ber Primary,PRI,Western Bahr el Ghazal,Jur River,7.7781025,28.0818325
Beregero Primary School,PRI,Western Equatoria,Ezo,4.991583,27.66465
Biel Kuac Primary,PRI,Unity,Mayom,9.088242429,29.14095971
Evangelical Orphanage Primary School,PRI,Jonglei,Bor,6.499701435,31.04911048
Berezawa Primary School,PRI,Western Equatoria,Yambio,4.704790889,28.70675544
Wunbil Primary,PRI,Jonglei,Nyirol (Diror),8.117767,32.090549
Bright Future Islamic Primary School,PRI,Central Equatoria,Morobo,3.686521259,30.81149592
Bafilo,PRI,Western Equatoria,Tambura,5.567933,27.341766
Bafuka Primary School,PRI,Western Equatoria,Ezo,4.9892,27.790283
Boro Primary,PRI,Western Bahr el Ghazal,Raja,8.467677667,25.173327
Big Ben Secondary School,SEC,Central Equatoria,Juba,4.8877735,31.48765774
Bright Future Primary School,PRI,Warrap,Gogrial West,7.755077667,28.191147
Bright Star Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Bringi Primary School,PRI,Western Bahr el Ghazal,Wau,7.62765,27.903833
Bogori Primary School,PRI,Western Equatoria,Mvolo,6.84118,30.757959
Borongole Sec. School,SEC,Eastern Equatoria,Magwi,3.831602833,31.958733
Bright Hope Academy primary,PRI,Central Equatoria,Juba,4.853290368,31.55675447
Bieh Primary School,PRI,Unity,Koch,8.456317,30.123167
Bhil - Pham Basic School,PRI,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Bira Secondary School,SEC,Eastern Equatoria,Ikotos,3.905972333,33.51602667
Bohollonya Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Bahr-Olo Primary School,PRI,Western Equatoria,Maridi,5.082767,29.830566
Ibahure Primary,PRI,Eastern Equatoria,Lafon,4.5930666,32.8766598
Bongoni Primary School,PRI,Western Equatoria,Nagero,6.37968,27.7684632
Bariarie Primary School,PRI,Central Equatoria,Terekeka,5.309383,31.751699
Boiloch Primary,PRI,Jonglei,Nyirol (Diror),8.43885,31.802567
Bor Girls Primary School,PRI,Jonglei,Bor,6.499701435,31.04911048
Bishop Mazzolari Primary,PRI,Lakes,Rumbek Centre,6.54314575,29.562691
Boma Itti Primary School,PRI,Jonglei,Pibor,6.8029632,33.1299904
Bundiir Primary School,PRI,Warrap,Tonj North,8.274267,29.190968
St. Mary Primary,PRI,Western Equatoria,Ibba,4.799333,29.052767
Benjamin Bol akol Secondary School,SEC,Northern Bahr el Ghazal,Aweil North,9.13580585,27.25816525
Bouji Secondary School,SEC,Upper Nile,Maban,9.9654,33.807117
Malek Boys Primary School,PRI,Lakes,Yirol East,6.694133,30.856805
Bajur Primary School,PRI,Central Equatoria,Kajo-Keji,3.898199273,31.62598939
Buokagook Primary School,PRI,Warrap,Gogrial East,8.488110375,28.52268138
Abek Primary School,PRI,Warrap,Twic,9.0923,28.3193
Beek Primary,PRI,Western Bahr el Ghazal,Jur River,7.694476,28.12680056
Biokbet Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.6409066,28.1769034
BEKENYE Primary School,PRI,Western Equatoria,Mundri East,5.665597167,30.65709183
Buok Primary School,PRI,Unity,Koch,8.479333,30.128283
Bokana Primary School,PRI,Central Equatoria,Terekeka,5.6513,31.337545
Don Bosco Primary School,PRI,Western Equatoria,Maridi,4.918533,29.430883
Thuop Primary,PRI,Jonglei,Ayod,8.321983,31.369633
Bakpara Primary School,PRI,Western Equatoria,Nzara,4.563917,28.256416
Bereka Primary School,PRI,Central Equatoria,Lainya,4.40125,31.041117
Bakosoro Primary School,PRI,Western Equatoria,Tambura,5.520666615,27.46683438
Beliak Primary School,PRI,Central Equatoria,Kajo-Keji,3.877467,31.651583
Bal Bal Basic School,PRI,Eastern Equatoria,Torit,4.41178,32.627029
Bilingcok Primary School,PRI,Lakes,Rumbek East,6.7245,29.7558
Bilinya Primary School,PRI,Eastern Equatoria,Magwi,3.574972,32.20202267
Bilal Binrabah Primary School,PRI,Central Equatoria,Juba,4.861417,31.588234
Billinguet Primary School,PRI,Lakes,Cueibet,6.9879585,29.327592
Bilali Primary School,PRI,Western Equatoria,Maridi,4.756667,29.602016
Biling-Anger Primary School,PRI,Lakes,Cueibet,6.946083,29.412201
Bul Primary School,PRI,Warrap,Gogrial West,8.58682925,28.12137525
Blessed Primary,PRI,Eastern Equatoria,Magwi,4.115,32.356098
BULICH Primary School.,PRI,Warrap,Gogrial East,8.478017,28.477568
Buluk AII Primary School,PRI,Central Equatoria,Juba,4.838033,31.596018
Buluk B Primary School,PRI,Central Equatoria,Juba,6.1933,31.76985
Buluk Secondary,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Bulyom Primary School,PRI,Warrap,Twic,9.110517,28.6091
Bishop Mazoldi Primary School,PRI,Eastern Equatoria,Kapoeta South,4.697,33.610802
Bambu Primary School,PRI,Western Equatoria,Tambura,5.45335,27.346817
Biem Primary School,PRI,Unity,Ruweng,9.63252,30.26672
Bishop Akio Memorial Secondary School,SEC,Eastern Equatoria,Torit,4.4062,32.5755
Boro-Boro,PRI,Central Equatoria,Kajo-Keji,3.797831807,31.34565338
Bamurye Primary School,PRI,Central Equatoria,Kajo-Keji,3.680917,31.545168
Banangba Primary School,PRI,Western Equatoria,Yambio,4.518433,28.41345
Abong Primary School,PRI,Upper Nile,Baliet,9.1573,32.205299
Baan Primary,PRI,Jonglei,Old Fangak,9.0778165,30.919724
Bandame Primary School,PRI,Central Equatoria,Yei River,4.322667,30.287951
Bandara Primary School,PRI,Western Equatoria,Ezo,5.25775,27.765066
Banduguyo Primary School,PRI,Western Equatoria,Ezo,5.17045,27.442183
Bang Primary School,PRI,Unity,Koch,8.526840429,30.54233386
Bang-Abuoc,PRI,Warrap,Twic,9.155249923,28.02942154
Bangangai Primary School,PRI,Western Equatoria,Ezo,4.860167,27.705
Bangari Primary School,PRI,Western Bahr el Ghazal,Wau,7.575017,27.890249
Bangasi Primary,PRI,Western Equatoria,Yambio,4.601417,28.75255
Bangasu Primary School,PRI,Western Equatoria,Yambio,4.790667,28.7785
Bangolo,PRI,Western Equatoria,Mundri West,5.3743241,30.27476595
Banjalle Primary,PRI,Upper Nile,Maban,10.1774,33.882084
Banyejur Primary,PRI,Jonglei,Nyirol (Diror),8.5606,31.962799
Bindu Primary,PRI,Central Equatoria,Morobo,3.713572167,30.94429167
Bulolo Primary School,PRI,Western Equatoria,Mvolo,6.84115,30.757931
Abiok Jak Primary School,PRI,Warrap,Twic,9.2935,28.749166
Bol Bol Primary School,PRI,Warrap,Tonj North,7.7686085,28.515788
Bori Primary School,PRI,Central Equatoria,Kajo-Keji,3.783267,31.507517
Bori Secondary School,SEC,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
Bori Primary School,PRI,Central Equatoria,Lainya,4.087033,30.982082
St. Paul (Gudele) Primary School - Gureyi,PRI,Central Equatoria,Juba,4.9349,30.587566
Bar Makuehdur Primary School,PRI,Lakes,Rumbek East,6.586067,29.88575
Bunkor primary,PRI,Warrap,Twic,9.124935471,28.40741571
Bungu primary l,PRI,Central Equatoria,Juba,4.8877735,31.48765774
Baping Primary School,PRI,Jonglei,Twic East,7.074183,31.444134
Bongo Primary School,PRI,Central Equatoria,Lainya,4.142367,30.820667
Bor Public Primary School,PRI,Jonglei,Bor,6.499701435,31.04911048
Buluk A1 Primary School,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Birigo Primary School,PRI,Central Equatoria,Lainya,4.3364875,31.1230375
BAGIRI Primary School,PRI,Central Equatoria,Yei River,4.3982,30.233999
Aber Primary School,PRI,Lakes,Rumbek Centre,6.870433,29.575583
Abior Primary,PRI,Warrap,Tonj East,8.252917,29.269033
Bar-Aliap Primary School,PRI,Lakes,Rumbek East,6.593733,29.877268
Bar-Mayen Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.449917,27.748484
Bar-Yar Basic School,PRI,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Abiriko Primary School,PRI,Western Equatoria,Ibba,4.90575,29.3473
Barbol Primary,PRI,Lakes,Wulu,6.797332216,29.99964754
Bargel Primary School,PRI,Lakes,Cueibet,7.019967,29.156733
Bari Primary,PRI,Eastern Equatoria,Torit,4.573017,32.487034
Bari Primary,PRI,Western Equatoria,Mundri East,5.665597167,30.65709183
Bari Primary School,PRI,Western Equatoria,Mundri West,5.229633,30.393967
Bari Primary School,PRI,Western Equatoria,Mvolo,6.8412,30.75798
Barugu Primary School,PRI,Western Equatoria,Ezo,4.982767,27.688351
Bar-Urud Primary School,PRI,Western Bahr el Ghazal,Jur River,7.979633,27.520166
Barwol Primary School,PRI,Western Bahr el Ghazal,Jur River,7.298895286,28.38646386
Bright Star Academy School,SEC,Central Equatoria,Kajo-Keji,3.797831807,31.34565338
Bussere Primary School,PRI,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Bazumburu SDA Primary School,PRI,Western Equatoria,Yambio,4.652783,28.544718
Beselia Primary,PRI,Western Bahr el Ghazal,Wau,7.765333,27.709499
Bishop Mazzoldi Memorial Basic School,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Bira Primary School,PRI,Eastern Equatoria,Ikotos,3.834517,33.581081
Burgik Primary School,PRI,Warrap,Twic,9.135366667,28.50899267
Bong Primary School.,PRI,Warrap,Gogrial East,8.27125,28.50995714
Olianga Primary School,PRI,Eastern Equatoria,Torit,4.474550111,32.847471
Bongilo Primary School,PRI,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
